Longitude,Latitude,Name,Contact
-73.86978,40.74948,"DD/BR-Corona,NY","3804 Junction Blvd, Corona,NY 11368, (718) 397-5770"
-73.87460,40.73512,"DD-Elmhurst,NY","8801 Queens Blvd Sterns Mall, Elmhurst,NY 11373, (718) 393-9550"
-73.87166,40.73426,"DD/BR-Elmhurst,NY","9015 Queens Blvd Queens Center Space 1012, Elmhurst,NY 11373, (917) 418-5568"
-73.86980,40.73368,"DD-Elmhurst,NY","9123 Queens Blvd, Elmhurst,NY 11373, (718) 205-9464"
-73.87392,40.73325,"DD/BR-Elmhurst,NY","9507 57th Ave, Elmhurst,NY 11373, (718) 592-0940"
-73.79282,40.71066,"DD-Jamaica,NY","16904 Hillside Ave, Jamaica,NY 11432, (718) 206-4198"
-73.79243,40.70643,"DD/BR-Jamaica,NY","16804 Jamaica Avenue, Jamaica,NY 11432, (718) 526-3376"
-73.88411,40.74748,"DD-Jackson Heights,NY","8118 Roosevelt Ave, Jackson Heights,NY 11372, (718) 779-3947"
-73.88320,40.74325,"DD-Flushing,NY","8121 Broadway, Flushing,NY 11373, (718) 396-1765"
-73.77204,40.71037,"DD/BR-Jamaica,NY","18711 Jamaica Ave, Jamaica,NY 11423, (718) 454-3501"
-73.78388,40.71275,"DD/BR-Jamaica,NY","17915 Hillside Ave, Jamaica,NY 11432, (718) 658-1279"
-73.76192,40.72001,"DD-Hollis,NY","202-09 Hillside Avenue, Hollis,NY 11423, (718) 740-2002"
-73.89126,40.74699,"DD/BR-Jackson Heights,NY","7413 Roosevelt Ave, Jackson Heights,NY 11372, (718) 205-4440"
-73.90333,40.74574,"DD/BR-Woodside,NY","3956 61st Street, Woodside,NY 11377, (718) 507-1999"
-73.79561,40.70109,"DD-Jamaica,NY","16225 Liberty Ave, Jamaica,NY 11434, (718) 526-3376"
-73.89054,40.74896,"DD-Jackson Heights,NY","7520 37th Ave, Jackson Heights,NY 11372, (718) 397-5770"
-73.79140,40.67361,"DD-Jamaica,NY","14601 Rockaway Blvd, Jamaica,NY 11436, (718) 323-2444"
-73.86913,40.76216,"DD/BR-East Elmhurst,NY","10009 Astoria Blvd, East Elmhurst,NY 11369, (718) 803-7440"
-73.89628,40.75428,"DD/BR-Flushing,NY","7016 Northern Blvd, Flushing,NY 11372, (718) 672-1433"
-73.89637,40.75441,"DD/BR-Jackson Heights,NY","7016 Northern Boulevard, Jackson Heights,NY 11372, (718) 672-1433"
-73.78953,40.66726,"DD-Jamaica,NY","13344 150th St, Jamaica,NY 11436, (718) 358-4031"
-73.79912,40.66304,"DD-Jamaica,NY","13801 Queens Boulevard, Jamaica,NY 11430, (718) 262-0005"
-73.89373,40.72564,"DD-Maspeth,NY","5951 Queens Mid-Town Expy, Maspeth,NY 11378, (212) 286-0816"
-73.73885,40.70951,"DD/BR-Jamaica,NY","10962 Francis Lewis Blvd, Jamaica,NY 11429, (718) 465-1400"
-73.73685,40.71791,"DD-Queens Village,NY","21816 Jamaica Ave, Queens Village,NY 11428, (718) 217-0688"
-73.89672,40.70061,"DD/BR-Ridgewood,NY","6040 Myrtle Avenue, Ridgewood,NY 11385, (718) 386-4633"
-73.89694,40.70689,"DD/BR-Fresh Pond,NY","6667 Fresh Pond Rd, Fresh Pond,NY 11385, (718) 443-0726"
-73.90675,40.71280,"DD-Ridgewood,NY","5602 Metropolitan Ave, Ridgewood,NY 11385, (718) 381-3200"
-73.90111,40.71445,"DD/BR-Middle Village,NY","6122 Fresh Pond Road, Middle Village,NY 11379, (201) 995-0462"
-73.90411,40.72119,"DD/BR-Flushing,NY","6103 Flushing Ave, Flushing,NY 11378, (718) 417-0918"
-73.88088,40.70207,"DD/BR-Glendale,NY","7007 Myrtle Ave, Glendale,NY 11385, (718) 628-0350"
-73.75109,40.67229,"DD/BR-Jamaica,NY","13328 Springfield Blvd, Jamaica,NY 11413, (718) 978-8718"
-73.87654,40.71302,"DD/BR-Middle Village,NY","7513 Metropolitan Avenue, Middle Village,NY 11379, (718) 326-7837"
-73.73553,40.65373,"DD-Rosedale,NY","23436 Merrick Boulevard, Rosedale,NY 11422, (718) 712-3577"
-73.73481,40.66491,"DD-Rosedale,NY","24501 Francis Lewis Blvd, Rosedale,NY 11422, (718) 341-2894"
-73.90423,40.72404,"DD-Flushing,NY","6908 Grand Ave, Flushing,NY 11378, (718) 779-7459"
-73.74522,40.72982,"DD-Queens Village,NY","21911 Hillside Ave, Queens Village,NY 11427, (718) 776-8609"
-73.83406,40.76931,"DD-Flushing,NY","3015 Stratton St, Flushing,NY 11354, (718) 321-0567"
-73.82752,40.76677,"DD-Flushing,NY","3402 Union St, Flushing,NY 11354, (718) 321-7511"
-73.81351,40.78854,"DD-Whitestone,NY","1423 150th St, Whitestone,NY 11357, (718) 747-2472"
-73.83865,40.78180,"DD-College Point,NY","13007 20th Ave, College Point,NY 11356, (718) 478-1923"
-73.83615,40.78628,"DD/BR-College Point,NY","13210 14th Avenue, College Point,NY 11356, (718) 539-0016"
-73.82033,40.76518,"DD/BR-Flushing,NY","14625 Northern Blvd, Flushing,NY 11354, (718) 762-3894"
-73.86761,40.72276,"DD/BR-Rego Park,NY","6365 Woodhaven Boulevard, Rego Park,NY 11374, (718) 478-5407"
-73.86378,40.73033,"DD/BR-Rego Park,NY","9556 Queens Blvd, Rego Park,NY 11374, (718) 830-9008"
-73.86187,40.73030,"DD-Rego Park,NY","9637 Queens Blvd, Rego Park,NY 11374, (718) 275-2949"
-73.84929,40.57856,"DD-Belle Harbor,NY","432 Beach 129th St, Belle Harbor,NY 11694, (718) 634-4037"
-73.83778,40.58037,"DD/BR-Far Rockaway,NY","269 Beach 116th St, Far Rockaway,NY 11694, (718) 318-9500"
-73.80368,40.78242,"DD-Whitestone,NY","1755 Francis Lewis Blvd, Whitestone,NY 11357, (718) 746-7915"
-73.81285,40.79268,"DD-Whitestone,NY","1029 Clintonville Street, Whitestone,NY 11357, (718) 352-0300"
-73.77389,40.76879,"DD-Bayside,NY","3504 Bell Blvd, Bayside,NY 11361, (718) 428-3340"
-73.85525,40.71104,"DD-Forest Hills,NY","9712 Metropolitan Ave, Forest Hills,NY 11375, (718) 793-5785"
-73.92545,40.86243,"DD/BR-New York,NY","130 Dyckman St, New York,NY 10040, (212) 544-0272"
-73.91745,40.86671,"DD-New York,NY","3936 10th Ave BP, New York,NY 10034, (212) 942-4351"
-73.92092,40.86765,"DD/BR-New York,NY","4942 Broadway, New York,NY 10034, (212) 544-0453"
-73.81590,40.73940,"DD/BR-Flushing,NY","15367 Horace Harding Expressway, Flushing,NY 11367, (718) 358-4031"
-73.77132,40.76393,"DD/BR-Bayside,NY","4008 Bell Blvd, Bayside,NY 11361, (718) 224-7112"
-73.78664,40.76371,"DD/BR-Flushing,NY","3547 Francis Lewis Blvd, Flushing,NY 11358, (718) 886-5279"
-73.77052,40.76268,"DD-Bayside,NY","2340 Bell Blvd, Bayside,NY 11361, (718) 229-9836"
-73.78416,40.75945,"DD-Bayside,NY","2605 Francis Lewis Blvd, Bayside,NY 11361, (718) 225-3040"
-73.79604,40.73765,"DD/BR-Fresh Meadows,NY","6120 Fresh Meadow Ln, Fresh Meadows,NY 11365, (718) 591-6616"
-73.77753,40.73534,"DD-Fresh Meadows,NY","19605 Grand Central Pkwy, Fresh Meadows,NY 11423, (845) 264-3145"
-73.75888,40.74049,"DD/BR-Bayside,NY","21522 73rd Ave Bell Blvd Oakland Gardens, Bayside,NY 11364, (718) 217-1588"
-73.76026,40.74685,"DD-Flushing,NY","21902 Hoarace Harding Blvd, Flushing,NY 11364, (718) 423-6860"
-73.71516,40.74553,"DD-Glen Oaks,NY","25609 Union Turnpike, Glen Oaks,NY 11004, (718) 343-3611"
-73.71329,40.73614,"DD/BR-Floral Park,NY","25420 Hillside Ave, Floral Park,NY 11004, (718) 470-9245"
-73.72255,40.72504,"DD-Bellerose,NY","24501 Jamaica Ave, Bellerose,NY 11426, (718) 347-0851"
-74.07731,40.64375,"DD-Staten Island,NY","97 Stuyvesant Place, Staten Island,NY 10301, (718) 816-1917"
-73.79985,40.72286,"DD/BR-Flushing,NY","16822 Union Tpke, Flushing,NY 11366, (718) 591-6616"
-73.98096,40.57570,"DD/BR-Brooklyn,NY","1243 Surf Ave, Brooklyn,NY 11224, (718) 265-0102"
-73.96053,40.57782,"DD/BR-Brooklyn,NY","711 Brighton Beach Avenue, Brooklyn,NY 11235, (718) 934-5968"
-73.99036,40.69246,"DD-Brooklyn,NY","1049 Grand St BP Gas Station, Brooklyn,NY 11211"
-73.99115,40.69223,"DD-Brooklyn,NY","56 Court Street, Brooklyn,NY 11201, (718) 625-2068"
-73.79082,40.85450,"DD/BR-Bronx,NY","636 City Island Avenue, Bronx,NY 10464, (718) 885-3057"
-73.83847,40.88124,"DD-Bronx,NY","3804 Boston Post Rd, Bronx,NY 10475, (718) 599-2284"
-73.82822,40.88570,"DD-Bronx,NY","4090 Boston Rd, Bronx,NY 10475, (718) 324-8842"
-73.99455,40.76063,"DD/BR-New York,NY","606 10th Avenue, New York,NY 10036, (212) 247-2400"
-73.99020,40.76204,"DD-New York,NY","693 9th Ave, New York,NY 10036"
-73.95462,40.82115,"DD-New York,NY","3369 Broadway, New York,NY 10031"
-73.98666,40.71830,"DD/BR-New York,NY","140 Delancey St, New York,NY 10002, (212) 777-2003"
-73.98502,40.72204,"DD/BR-New York,NY","250 E Houston St, New York,NY 10002, (212) 388-1637"
-73.98698,40.74715,"DD/BR-New York,NY","360 W 31st St  21 Penn Plaza, New York,NY 10001, (212) 904-1160"
-73.98265,40.74489,"DD/BR-New York,NY","455 Park Ave S, New York,NY 10016, (212) 213-9010"
-73.98201,40.74754,"DD/BR-New York,NY","51 East 34th St, New York,NY 10016, (212) 481-2355"
-73.98573,40.74414,"DD-New York,NY","80 Madison Ave, New York,NY 10016, (917) 421-9041"
-73.98590,40.74661,"DD/BR-New York,NY","302 5th Avenue, New York,NY 10001, (212) 268-0686"
-73.97955,40.74620,"DD/BR-New York,NY","140 E 34th St, New York,NY 10016, (212) 481-2905"
-73.98063,40.74251,"DD-New York,NY","412 3rd Ave, New York,NY 10016, (212) 677-0644"
-73.98920,40.73603,"DD-New York,NY","101 E 16th St Union Square East, New York,NY 10003, (212) 254-2055"
-73.98516,40.73967,"DD-New York,NY","127 E 23rd Street, New York,NY 10010, (212) 677-3100"
-73.99287,40.74317,"DD-New York,NY","101 W 23rd St, New York,NY 10011, (212) 675-4040"
-73.98173,40.74060,"DD/BR-Manhattan,NY","355 3rd Ave, Manhattan,NY 10010, (212) 686-1500"
-74.00488,40.71587,"DD/BR-New York,NY","321 Broadway, New York,NY 10007, (212) 577-7550"
-73.99964,40.71492,"DD/BR-New York,NY","42 Mulberry Street, New York,NY 10013, (201) 995-0462"
-74.10394,40.57705,"DD/BR-Staten Island,NY","1854 Hylan Blvd, Staten Island,NY 10306, (718) 980-1257"
-74.12041,40.60207,"DD-Staten Island,NY","995 Manor Rd, Staten Island,NY 10314, (718) 761-5281"
-74.10838,40.57195,"DD/BR-Staten Island,NY","2425 Hylan Boulevard, Staten Island,NY 10306, (718) 667-4662"
-74.00697,40.70672,"DD-Manhattan,NY","100 Maiden Lane, Manhattan,NY 10038, (212) 422-4717"
-74.00789,40.71049,"DD-New York,NY","139 Fulton St, New York,NY 10038, (212) 227-0991"
-74.01004,40.70999,"DD-New York,NY","2 Cortlandt St  Aka 173 Broadway, New York,NY 10007, (212) 566-3921"
-74.00513,40.70864,"DD-New York,NY","64 Fulton St, New York,NY 10038, (212) 227-8503"
-74.00654,40.71101,"DD-New York,NY","132 Nassau St, New York,NY 10038, (212) 766-6586"
-73.95869,40.76411,"DD/BR-New York,NY","1225 1st Avenue, New York,NY 10065, (212) 734-5465"
-73.94336,40.83653,"DD-New York,NY","3851 Broadway, New York,NY 10032, (212) 568-1380"
-73.88310,40.84830,"DD/BR-Bronx,NY","2241 Southern Boulevard, Bronx,NY 10460, (718) 220-4019"
-73.91521,40.83929,"DD/BR-Bronx,NY","140 E 170th Street, Bronx,NY 10452, (718) 293-3500"
-73.80863,40.70193,"DD/BR-Jamaica,NY","14617 Jamaica Ave, Jamaica,NY 11435, (718) 262-0299"
-74.19183,40.53240,"DD/BR-Staten Island,NY","901 Huguenot Ave, Staten Island,NY 10312, (718) 605-0001"
-74.19701,40.55952,"DD-Staten Island,NY","1769 Arthurkill Road, Staten Island,NY 10312, (718) 605-6799"
-73.83176,40.84617,"DD-Bronx,NY","1752 Crosby Avenue, Bronx,NY 10461, (718) 828-0509"
-73.83658,40.84354,"DD-Bronx,NY","1320 Hutchinson River Pkwy Citgo, Bronx,NY 10461, (718) 863-8691"
-73.83676,40.84349,"DD-Bronx,NY","1325 Hutchinson River Parkway Citgo, Bronx,NY 10461, (718) 863-8692"
-73.82748,40.85260,"DD/BR-Bronx,NY","3276 Westchester Ave, Bronx,NY 10461, (718) 518-0341"
-73.82549,40.84279,"DD-Endwell,NY","3521 Country Club Rd, Endwell,NY 13760, (607) 785-2720"
-73.83919,40.84089,"DD-Bronx,NY","2973 E Tremont Ave, Bronx,NY 10461"
-73.99862,40.72945,"DD-New York,NY","234 Thompson St, New York,NY 10012, (212) 533-1310"
-73.90967,40.82453,"DD-Bronx,NY","511 E 163rd St, Bronx,NY 10451, (718) 402-6700"
-73.97139,40.64771,"DD-Brooklyn,NY","418 Coney Island Ave, Brooklyn,NY 11218, (718) 437-7730"
-73.95964,40.65541,"DD-Brooklyn,NY","721 Flatbush Ave, Brooklyn,NY 11226, (718) 940-6861"
-73.95900,40.65082,"DD/BR-Brooklyn,NY","872a Flatbush Ave, Brooklyn,NY 11226, (718) 856-2375"
-73.74716,40.73659,"DD-Oakland Gardens,NY","7910 Springfield Boulevard, Oakland Gardens,NY 11364, (718) 736-0100"
-73.99783,40.75612,"DD-New York,NY","466 10th Ave  BP, New York,NY 10018, (212) 564-7613"
-73.97440,40.67961,"DD/BR-Brooklyn,NY","244 Flatbush Ave, Brooklyn,NY 11217, (718) 857-4252"
-73.97678,40.75070,"DD-New York,NY","370 Lexington Ave, New York,NY 10017, (212) 682-4210"
-73.97654,40.74789,"DD/BR-New York,NY","567 3rd Avenue, New York,NY 10016, (212) 867-9578"
-73.97354,40.74871,"DD/BR-New York,NY","250 East 40th Street, New York,NY 10016, (212) 681-2482"
-73.76218,40.76127,"DD/BR-Bayside,NY","21920 Northern Blvd, Bayside,NY 11361, (718) 224-7112"
-73.93542,40.69684,"DD-Brooklyn,NY","1130 Myrtle Ave, Brooklyn,NY 11206, (718) 443-0726"
-74.00552,40.72733,"DD-New York,NY","175 Varick St, New York,NY 10014, (212) 924-7060"
-74.00703,40.72913,"DD/BR-New York,NY","395 Hudson St, New York,NY 10014, (212) 229-2515"
-74.00329,40.73354,"DD-New York,NY","75 Christopher St, New York,NY 10014, (212) 691-3138"
-73.95234,40.81081,"DD-New York,NY","321 W 125th St, New York,NY 10027, (212) 932-9636"
-73.75644,40.74861,"DD-Oakland Gardens,NY","6158 Springfield Boulevard, Oakland Gardens,NY 11364, (718) 357-1273"
-73.76091,40.67931,"DD-Jamaica,NY","13118 Merrick Boulevard, Jamaica,NY 11434, (718) 527-4653"
-73.95612,40.81358,"DD/BR-New York,NY","1342 Amsterdam Avenue, New York,NY 10027, (212) 866-4394"
-73.97653,40.74406,"DD/BR-New York,NY","601 2nd Ave, New York,NY 10016, (212) 532-5766"
-73.97902,40.74023,"DD/BR-New York,NY","476 Second Ave, New York,NY 10016, (212) 481-3522"
-74.06702,40.61557,"DD/BR-Staten Island,NY","1131 Bay St, Staten Island,NY 10305, (718) 420-4920"
-74.08382,40.62322,"DD-Staten Island,NY","175 Targee Street, Staten Island,NY 10304, (718) 448-8293"
-74.12927,40.61269,"DD-Staten Island,NY","1955a Victory Blvd, Staten Island,NY 10314, (718) 720-5393"
-74.13454,40.62606,"DD/BR-Staten Island,NY","1351 Forest Ave, Staten Island,NY 10302, (718) 447-7857"
-74.14806,40.62495,"DD-Staten Island,NY","1776 Forest Ave, Staten Island,NY 10303, (718) 698-8240"
-73.92824,40.81600,"DD-Bronx,NY","350-370 Grand Concourse, Bronx,NY 10451, (718) 401-0830"
-73.92259,40.81738,"DD/BR-Bronx,NY","274 E 149th Street, Bronx,NY 10451, (718) 292-1478"
-74.16355,40.62687,"DD/BR-Staten Island,NY","2222 Forest Ave, Staten Island,NY 10303, (718) 442-6631"
-73.73900,40.76733,"DD/BR-Little Neck,NY","24809 Northern Blvd, Little Neck,NY 11362, (718) 225-0513"
-73.95977,40.58215,"DD-Brooklyn,NY","3031 Coney Island Ave, Brooklyn,NY 11235, (718) 646-9700"
-74.14329,40.55428,"DD/BR-Staten Island,NY","150B Greaves Lane Pathmark Center, Staten Island,NY 10308, (718) 966-7111"
-74.12778,40.56466,"DD-Staten Island,NY","86 Guyon Ave, Staten Island,NY 10306, (718) 351-7368"
-74.14600,40.54206,"DD-Staten Island,NY","4000 Hylan Blvd, Staten Island,NY 10308, (718) 967-5744"
-74.11378,40.56637,"DD-Staten Island,NY","2704 Hylan Blvd Tysens Park Shopping Center, Staten Island,NY 10306, (718) 351-7185"
-73.83829,40.65240,"DD-Howard Beach,NY","16302 Crossing Bay Boulevard, Howard Beach,NY 11414, (718) 843-3100"
-74.16260,40.60714,"DD/BR-Staten Island,NY","1700 Richmond Ave, Staten Island,NY 10314, (718) 370-0580"
-73.86492,40.67911,"DD/BR-Brooklyn,NY","1213 Liberty Ave, Brooklyn,NY 11208, (718) 348-9282"
-73.86609,40.67556,"DD-Brooklyn,NY","640 Conduit Blvd, Brooklyn,NY 11208"
-73.78040,40.59522,"DD/BR-Far Rockaway,NY","4901 Beach Channel Drive, Far Rockaway,NY 11692, (718) 474-0024"
-73.78746,40.64234,"DD-Jamaica,NY","300 Terminal Rd Delta Terminal 3, Jamaica,NY 11430, (718) 553-6455"
-73.78332,40.64268,"DD-Jamaica,NY","500 Terminal Drive Terminal 5 FC SS, Jamaica,NY 11430, (646) 852-2329"
-73.78108,40.64365,"DD-Jamaica,NY","300 Terminal Rd JFK Int'l Airport, Jamaica,NY 11430, (718) 553-6455"
-73.79046,40.64307,"DD-Jamaica,NY","500 Teminal Dr JFK Int'l Airport, Jamaica,NY 11430, (646) 852-2329"
-73.90455,40.90682,"DD/BR-Bronx,NY","508 259th St, Bronx,NY 10471, (718) 432-1289"
-74.08526,40.59684,"DD-Staten Island,NY","1300 Hylan Blvd, Staten Island,NY 10305"
-74.00069,40.74764,"DD-New York,NY","243 9th Ave, New York,NY 10001, (212) 337-0251"
-73.99075,40.74846,"DD-New York,NY","152 W 31st St, New York,NY 10001, (212) 594-1656"
-73.99393,40.74619,"DD/BR-New York,NY","289 7th Ave, New York,NY 10001, (212) 229-4799"
-73.99840,40.74570,"DD/BR-New York,NY","269 8th Ave, New York,NY 10011, (212) 229-2622"
-74.11475,40.62911,"DD/BR-Staten Island,NY","770 Forest Ave, Staten Island,NY 10310, (718) 448-1500"
-74.10359,40.61638,"DD-Staten Island,NY","1201 Victory Blvd, Staten Island,NY10301, (718) 448-3215"
-74.10451,40.64521,"DD-Staten Island,NY","1000 Richmond Terrace, Staten Island,NY 10301, (718) 727-4426"
-74.15846,40.61330,"DD/BR-Staten Island,NY","1445 Richmond Ave, Staten Island,NY 10314, (718) 370-0601"
-74.19385,40.58898,"DD-Staten Island,NY","180 W Service Road, Staten Island,NY 10314, (718) 494-2528"
-74.21685,40.52212,"DD-Staten Island,NY","6390 Amboy Road  # 10, Staten Island,NY 10309, (718) 967-5862"
-74.20875,40.54358,"DD-Staten Island,NY","655 Rossville Ave, Staten Island,NY 10309, (718) 967-8806"
-73.98999,40.76733,"DD/BR-New York,NY","815 10th Ave, New York,NY 10019, (212) 600-4113"
-74.00772,40.71469,"DD/BR-New York,NY","100 Chambers St, New York,NY 10007, (212) 619-1222"
-74.00862,40.71407,"DD-New York,NY","130 Church St, New York,NY 10007, (212) 608-3510"
-74.00722,40.71306,"DD-New York,NY","250 Broadway, New York,NY 10007, (212) 732-0406"
-73.99996,40.71882,"DD-New York,NY","125 Lafayette St, New York,NY 10013, (212) 226-2333"
-74.00466,40.72146,"DD-New York,NY","381 Canal St, New York,NY 10013, (212) 226-4661"
-73.94576,40.79008,"DD/BR-New York,NY","1880 3rd Avenue, New York,NY 10029, (212) 426-3131"
-73.79483,40.64919,"DD-Jamaica,NY","JFK Int'l Terminal 5 51LL Baggage Kiosk, Jamaica,NY 11430"
-73.79127,40.65072,"DD-Jamaica,NY","JKF Int'l Terminal 5 FC Post Food Court in Line, Jamaica,NY 11430"
-73.79058,40.64746,"DD-Jamaica,NY","JFK Int'l Terminal 5 2T Pre Ticketing Kiosk, Jamaica,NY 11430"
-73.98609,40.72652,"DD/BR-New York,NY","100 1st Avenue, New York,NY 10009, (212) 420-7030"
-73.84622,40.65168,"DD-Howard Beach,NY","8209 153rd Ave, Howard Beach,NY 11414, (845) 264-3145"
-73.95935,40.80632,"DD/BR-Manhattan,NY","2258 First Ave Aka 401 East 116th St, Manhattan,NY 10029, (212) 410-5041"
-73.95654,40.80283,"DD-New York,NY","2103 Frederick Douglass Boulevard, New York,NY 10026, (212) 280-6414"
-74.00023,40.73893,"DD/BR-New York,NY","215 W 14th St, New York,NY 10011, (212) 255-7049"
-73.99663,40.73765,"DD/BR-New York,NY","536 Avenue Of The Americas, New York,NY 10011, (212) 727-0444"
-74.16540,40.59069,"DD-Staten Island,NY","2275/2375 Richmond Ave Heartland Shopping Center, Staten Island,NY 10314, (718) 370-0082"
-74.16543,40.58772,"DD/BR-Staten Island,NY","77 A Richmond Hill Rd, Staten Island,NY 10314, (718) 370-1238"
-74.16924,40.57908,"DD-Staten Island,NY","2795 Richmond Ave Pergament Mall, Staten Island,NY 10314, (718) 494-0749"
-74.16374,40.56020,"DD/BR-Staten Island,NY","680 Arthur Kill Rd, Staten Island,NY 10308, (718) 948-0600"
-74.23424,40.52781,"DD-Staten Island,NY","2965 Veterans Rd W, Staten Island,NY 10309"
-73.75426,40.59603,"DD/BR-Far Rockaway,NY","239 Beach 20th St, Far Rockaway,NY 11691, (718) 868-0448"
-73.98055,40.73436,"DD-New York,NY","325 1st Ave, New York,NY 10003, (212) 475-5928"
-73.98148,40.73225,"DD-New York,NY","266 First Ave, New York,NY 10009, (212) 533-4189"
-73.97925,40.72993,"DD-New York,NY","520 E 14th Street, New York,NY 10009, (212) 673-7185"
-73.94874,40.82834,"DD/BR-New York,NY","3600 Broadway, New York,NY 10031, (212) 234-2670"
-73.94907,40.78153,"DD/BR-New York,NY","1760 2nd Avenue, New York,NY 10128, (212) 876-3312"
-73.98677,40.73299,"DD/BR-New York,NY","218 E 14th St, New York,NY 10003, (212) 388-9992"
-73.97953,40.73579,"DD/BR-New York,NY","361 First Ave, New York,NY 10010, (212) 228-8895"
-73.98448,40.73684,"DD/BR-New York,NY","243 3rd Ave, New York,NY 10003, (212) 228-0442"
